epoch,lr,loss,iou,dice,val_loss,val_iou,val_dice
0,0.001,1.1875552137692769,0.12393927521114934,0.21920202886394735,1.2030664341790336,0.10159192767440804,0.1844341984717592
1,0.001,1.1338865955670674,0.17933873085745944,0.30295217278778547,1.1976218223571777,0.10159192767440804,0.1844341984717592
2,0.001,1.0890736778577168,0.21966277508827506,0.35986953152955,1.1915678807667323,0.10159192767440804,0.1844341984717592
3,0.001,1.0638967951138814,0.24330090923805178,0.39067069916291336,1.1962769542421614,0.10159547888660184,0.1844400481832576
